"long","lat","sensor_name","Postcode","Postcode3","Address","Environment Type","Zone","Latitude","Longitude","Altitude (m)"
-3.60512,55.070859,"Dumfries [AQ]","DG",,"3 Montague St, Dumfries DG1 1HE, UK","Traffic Urban","Scottish Borders",55.070033,-3.614233,10
-2.9576596,56.4804488,"Dundee Mains Loan [AQ]","DD",,"59A Mains Loan, Dundee DD4 7DD, UK","Background Urban","North East Scotland",56.475434,-2.959861,84
-0.2687703,51.5149208,"Ealing Horn Lane [AQ]","W",,"162-164 Horn Ln, London W3 6PH, UK","Traffic Urban","Greater London Urban Area",51.51895,-0.265617,30
0.290472,50.768035,"Eastbourne [AQ]","BN",,"189-247 B2106, Eastbourne BN21 3PL, UK","Background Urban","South East",50.805778,0.271611,7
-3.1845747,55.9455007,"Edinburgh Nicolson Street [AQ]","EH",,"56 Nicolson St, Edinburgh EH8 9DT, UK","Traffic Urban","Edinburgh Urban Area",55.94476,-3.183991,85
-3.1790646,55.942928,"Edinburgh St Leonards [AQ]","EH",,"4 St Leonard's Ln, Edinburgh EH8 9SD, UK","Background Urban","Edinburgh Urban Area",55.945589,-3.182186,81
-3.1757396,55.2677887,"Eskdalemuir [AQ]","DG",,"Clerkhill, Eskdalemuir, Langholm DG13 0QH, UK","Background Rural","Scottish Borders",55.31531,-3.206111,255
-3.532465,50.725083,"Exeter Roadside [AQ]","EX",,"20 Queen St, Exeter EX4 3SN, UK","Traffic Urban","South West",50.725083,-3.532465,43
-5.1052179,56.819817,"Fort William [AQ]","PH",,"Belford Hospital, Fort William PH33 6BS, UK","Background Suburban","Highland",56.82266,-5.101102,5
-4.3296934,55.8916676,"Glasgow Great Western Road [AQ]","G",,"1768 Great Western Rd, Glasgow G13 2TL, UK","Traffic Urban","Glasgow Urban Area",55.872038,-4.270936,
-4.2410231,55.8593215,"Glasgow High Street [AQ]","G",,"170 High St, Glasgow G1 1PZ, UK","Traffic Urban","Glasgow Urban Area",55.860936,-4.238214,35
-4.2405865,55.8857344,"Glasgow Kerbside [AQ]","G",,"60 Finlas St, Glasgow G22 5DQ, UK","Traffic Urban","Glasgow Urban Area",55.85917,-4.258889,10
-4.23125,55.8657542,"Glasgow Townhead [AQ]","G",,"16 Alexandra Parade, Glasgow G31 2ES, United Kingdom","Background Urban","Glasgow Urban Area",55.865782,-4.243631,40
-2.5132896,53.4614737,"Glazebury [AQ]","WA",,"Culcheth Hall Farm Barns, Withington Ave, Culcheth, Warrington WA3 4AN, UK","Background Rural","North West & Merseyside",53.46008,-2.472056,21
-3.7121576,56.0129403,"Grangemouth Moray [AQ]","FK",,"15 Moray Pl, Grangemouth FK3 9DL, UK","Industrial Urban","Central Scotland",56.013142,-3.710833,4
-3.7227698,56.0097152,"Grangemouth [AQ]","FK",,"2 Kingseat Ave, Grangemouth FK3 0AG, UK","Industrial Urban","Central Scotland",56.010319,-3.704399,4
-4.771983,55.956476,"Greenock A8 Roadside [AQ]","PA",,"8 Jardine Terrace, Greenock PA16 8BP, UK","Traffic Urban","Central Scotland",55.944079,-4.734421,9
-3.118772,51.683515,"Hafod-yr-ynys Roadside [AQ]","NP",,"Hafodyrynys Hotel, Newport NP11 5BE, UK","Traffic Urban","South Wales",51.680579,-3.133508,
-0.1109709,51.5906113,"Haringey Roadside [AQ]","N",,"57 Hornsey Park Rd, Wood Green, London N8 0JU, UK","Traffic Urban","Greater London Urban Area",51.5993,-0.068218,10
-1.203838,54.683242,"Hartlepool St Abbs Walk [AQ]","TS",,"11 Sheerness Grove, Hartlepool TS24 7NR, UK","Background Urban","North East",54.683242,-1.203838,7
-0.80603,54.3343453,"High Muffles [AQ]","YO",,"Unnamed Road, Pickering YO18 8HP, UK","Background Rural","Yorkshire & Humberside",54.334944,-0.80855,267
-3.188683,50.799468,"Honiton [AQ]","EX",,"2 New St, Honiton EX14 1EY, UK","Background Urban","South West",50.792287,-3.196702,122
-0.172109,51.173516,"Horley [AQ]","RH",,"60 Sangers Dr, Horley RH6 8AL, UK","Industrial Suburban","South East",51.165865,-0.167734,40
-0.3352744,53.7446117,"Hull Freetown [AQ]","HU",,"Alfred Gelder Street C, Hull HU1 2AG, UK","Background Urban","Kingston upon Hull",53.74878,-0.341222,4
-0.2925471,53.764601,"Hull Holderness Road [AQ]","HU",,"730 Holderness Rd, Hull HU9 3JA, UK","Traffic Urban","Kingston upon Hull",53.758971,-0.305749,4
-0.2130815,53.6192058,"Immingham Woodlands Avenue [AQ]","DN",,"87 Woodlands Ave, Immingham DN40 2JL, UK","Background Urban","Yorkshire & Humberside",53.619241,-0.213324,3
-4.224721,57.477773,"Inverness [AQ]","IV",,"19 High St, Inverness IV1 1HY, UK","Traffic Urban","Highland",57.481308,-4.241451,1
-1.700359,53.3690785,"Ladybower [AQ]","S",,"A6013, Hope Valley S33 0BY, United Kingdom","Background Rural","East Midlands",53.40337,-1.752006,420
-1.5486631,52.2924823,"Leamington Spa Rugby Road [AQ]","CV",,"166 Rugby Rd, Leamington Spa CV32 6DS, UK","Traffic Urban","West Midlands",52.294884,-1.542911,66
-1.5200789,52.2851905,"Leamington Spa [AQ]","CV",,"103 Radford Rd, Leamington Spa CV31 1JZ, UK","Background Urban","West Midlands",52.28881,-1.533119,55
-1.54384,53.7965041,"Leeds Centre [AQ]","LS",,"27 Albion St, Leeds LS1 5AT, UK","Background Urban","West Yorkshire Urban Area",53.80378,-1.546472,78
-1.5757947,53.8215574,"Leeds Headingley Kerbside [AQ]","LS",,"8 Wood Ln, Leeds LS6 2AE, UK","Traffic Urban","West Yorkshire Urban Area",53.819972,-1.576361,85
-1.1398451,52.6369114,"Leicester A594 Roadside [AQ]","LE",,"5 Vaughan Way, Leicester LE1 4AN, UK","Traffic Urban","Leicester Urban Area",52.638677,-1.124228,59
-1.1246325,52.6211393,"Leicester University [AQ]","LE",,"Unnamed Road, Leicester LE1 7RD, UK","Background Urban","Leicester Urban Area",52.619823,-1.127311,83
-2.736665,52.22174,"Leominster [AQ]","HR",,"47 Castlefields, Leominster HR6 8BG, UK","Background Suburban","West Midlands",52.22174,-2.736665,75
-1.1492931,60.1529871,"Lerwick [AQ]","ZE",,"5 Union St, Lerwick, Shetland ZE1 0ET, UK","Background Rural","Highland",60.13922,-1.185319,80
-0.5340455,53.220864,"Lincoln Canwick Road [AQ]","LN",,"Travellers Rest, 119 Canwick Rd, Lincoln LN5 8EY, UK","Traffic Urban","East Midlands",53.221373,-0.534189,7
-2.8512675,53.3422624,"Liverpool Speke [AQ]","L",,"30-5 Tewit Hall Cl, Speke, Liverpool L24 3XA, UK","Industrial Urban","Liverpool Urban Area",53.34633,-2.844333,26
0.1171786,51.4519021,"London Bexley [AQ]","DA",,"34 Lakeside Cl, Sidcup DA15 9PW, UK","Background Suburban","Greater London Urban Area",51.46603,0.184806,13
-0.1279597,51.5218962,"London Bloomsbury [AQ]","WC",,"26 Russell Square, Bloomsbury, London WC1B 5DT, UK","Background Urban","Greater London Urban Area",51.52229,-0.125889,20
0.052639,51.451169,"London Eltham [AQ]","SE",,"65 Eltham High St, London SE9 1YS, UK","Background Suburban","Greater London Urban Area",51.45258,0.070766,60
-0.1253502,51.5842002,"London Haringey Priory Park South [AQ]","N",,"Westbrook, Barrington Rd, London N8 8QS, United Kingdom","Background Urban","Greater London Urban Area",51.584128,-0.125254,37
-0.434749,51.487296,"London Harlington [AQ]","UB",,"40 Shortlands, Harlington, Hayes UB3 5HF, UK","Industrial Urban","Greater London Urban Area",51.48879,-0.441614,35
-0.319686,51.616419,"London Harrow Stanmore [AQ]","HA",,"1 Glanville Mews, Stanmore HA7 4FW, UK","Background Urban","Greater London Urban Area",51.617333,-0.298777,79
-0.4481378,51.5351832,"London Hillingdon [AQ]","UB",,"75 The Dingle, Uxbridge UB10 0DH, UK","Background Urban","Greater London Urban Area",51.49633,-0.460861,34
-0.1554705,51.5224304,"London Marylebone Road [AQ]","NW",,"39 Marylebone Rd, Marylebone, London NW1 5LQ, UK","Traffic Urban","Greater London Urban Area",51.52253,-0.154611,35
-0.1932794,51.5010095,"London N. Kensington [AQ]","W",,"112-114 Kensington High St, Kensington, London W8 4SN, UK","Background Urban","Greater London Urban Area",51.52105,-0.213492,5
-0.3398173,51.416531,"London Teddington Bushy Park [AQ]","TW",,"Cobbler's Walk, Teddington TW11 0EB, UK","Background Urban","Greater London Urban Area",51.425286,-0.345606,11
-0.1356583,51.4974948,"London Westminster [AQ]","SW",,"Allington House, 50 Victoria St, Westminster, London SW1E 5LB, UK","Background Urban","Greater London Urban Area",51.49467,-0.131931,5
-7.9136598,54.4543983,"Lough Navar [AQ]","BT",,"Lough Navar Forest Dr, Enniskillen BT93, UK","Background Rural","Northern Ireland",54.43951,-7.900328,130
0.18125,50.7937,"Lullington Heath [AQ]","BN",,"Unnamed Road, Polegate BN26 5RQ, UK","Background Rural","South East",50.7937,0.18125,125
-0.4199852,51.8786992,"Luton A505 Roadside [AQ]","LU",,"23 Dunstable Pl, Luton LU1 2QT, UK","Traffic Urban","Eastern",51.892293,-0.46211,136
"A","A","Mace Head [AQ]","A",,"A","Background Rural","West Ireland",53.326444,-9.903917,15
-2.2309113,53.4774049,"Manchester Piccadilly [AQ]","M",,"Manchester Piccadilly, Manchester M60 7RA, UK","Background Urban","Greater Manchester Urban Area",53.48152,-2.237881,57
-2.254771,53.393878,"Manchester Sharston [AQ]","M",,"202 Altrincham Rd, Wythenshawe, Manchester M22 4UD, UK","Industrial Suburban","Greater Manchester Urban Area",53.371306,-2.239218,67
-0.921517,52.475769,"Market Harborough [AQ]","LE",,"36 Walcot Rd, Market Harborough LE16 9DL, UK","Background Rural","East Midlands",52.554444,-0.772222,145
-1.234956,54.574227,"Middlesbrough [AQ]","TS",,"160 Albert Rd, Middlesbrough TS1 2PZ, UK","Industrial Urban","Teesside Urban Area",54.569297,-1.220874,10
-4.691462,51.781784,"Narberth [AQ]","SA",,"Homecroft, Princes Gate, Narberth SA67 8TG, United Kingdom","Background Rural","South Wales",51.781784,-4.691462,160
-1.6226524,54.9690205,"Newcastle Centre [AQ]","NE",,"Waterloo Square, Newcastle upon Tyne NE1 4DN, UK","Background Urban","Tyneside",54.97825,-1.610528,45
-1.61778,54.978252,"Newcastle Cradlewell Roadside [AQ]","NE",,"King George VI Building, Newcastle upon Tyne NE1 4LF, UK","Traffic Urban","Tyneside",54.986405,-1.595362,42
-2.977281,51.601203,"Newport [AQ]","NP",,"30 Tudor Rd, Newport NP19 7JY, UK","Background Urban","South Wales",51.601203,-2.977281,24
-0.893435,52.2691329,"Northampton Kingsthorpe [AQ]","NN",,"157 Boughton Green Rd, Northampton NN2 7AA, UK","Background Urban","East Midlands",52.271886,-0.879898,128
-0.916605,52.272257,"Northampton Spring Park [AQ]","NN",,"259 Acre Ln, Northampton NN2 8DY, UK","Background Urban","East Midlands",52.272257,-0.916605,88
1.3024255,52.6145267,"Norwich Lakenfields [AQ]","NR",,"47 Lakenfields, Norwich NR1 2HB, UK","Background Urban","Eastern",52.614193,1.301976,36
-1.1468699,52.9558215,"Nottingham Centre [AQ]","NG",,"115 Victoria St, Nottingham NG1 3QB, UK","Background Urban","Nottingham Urban Area",52.95473,-1.146447,41
-1.1886376,52.9697263,"Nottingham Western Boulevard [AQ]","NG",,"626 Western Blvd, Nottingham NG8 5GL, UK","Traffic Urban","Nottingham Urban Area",52.969377,-1.188851,43
-2.0049425,52.5025217,"Oldbury Birmingham Road [AQ]","B",,"140 Birmingham Rd, Oldbury B69 4EQ, UK","Traffic Urban","West Midlands Urban Area",52.502436,-2.003497,151
-1.2577263,51.7520209,"Oxford Centre Roadside [AQ]","OX",,"3 High St, Oxford OX1 4AB, UK","Traffic Urban","South East",51.751745,-1.257463,60
-1.2596918,51.7505954,"Oxford St Ebbes [AQ]","OX",,"2 Roger Bacon Ln, Oxford OX1 1QE, UK","Background Urban","South East",51.744806,-1.260278,58
-3.196527,55.657472,"Peebles [AQ]","EH",,"23 George Pl, Peebles EH45 8DW, UK","Background Urban","Scottish Borders",55.657472,-3.196527,167
-4.1384093,50.3722578,"Plymouth Centre [AQ]","PL",,"1 Charles St, Plymouth PL1 1EA, UK","Background Urban","South West",50.37167,-4.142361,18
-4.119241,50.4205041,"Plymouth Tavistock Road [AQ]","PL",,"292 Tavistock Rd, Plymouth PL6 8AN, UK","Traffic Urban","South West",50.411058,-4.130288,107
-3.784097,51.5946799,"Port Talbot Margam [AQ]","SA",,"A48, Port Talbot SA13 1JU, UK","Industrial Urban","Swansea Urban Area",51.58395,-3.770822,5
-1.0957373,50.7980261,"Portsmouth Anglesea Road [AQ]","PO",,"Anglesea Building, Portsmouth PO1, UK","Traffic Urban","Portsmouth Urban Area",50.798339,-1.095558,6
-1.068583,50.82881,"Portsmouth [AQ]","PO",,"5 Curtis Mead, Portsmouth PO2 0UY, UK","Background Urban","Portsmouth Urban Area",50.82881,-1.068583,5
-2.680353,53.76559,"Preston [AQ]","PR",,"111 Bootle St, Preston PR1 5NS, UK","Background Urban","Preston Urban Area",53.76559,-2.680353,40
-0.9472916,51.4534143,"Reading London Road [AQ]","RG",,"233 London Rd, Reading RG1 3NY, UK","Traffic Urban","Reading/Wokingham Urban Area",51.454896,-0.940382,45
-0.944067,51.45309,"Reading New Town [AQ]","RG",,"42 St Bartholomews Rd, Reading RG1 3QA, UK","Background Urban","Reading/Wokingham Urban Area",51.45309,-0.944067,58
0.506721,51.388,"Rochester Stoke [AQ]","ME",,"Corys Wharf, Blue Boar Ln, Rochester ME1 1PD, UK","Background Rural","South East",51.45617,0.634889,14
-2.340598,53.482449,"Salford Eccles [AQ]","M",,"24 Corporation Rd, Eccles, Manchester M30 0EQ, UK","Background Urban","Greater Manchester Urban Area",53.48481,-2.334139,30
-4.226949,50.4112973,"Saltash Callington Road [AQ]","PL",,"122 Callington Rd, Saltash PL12 6ED, UK","Traffic Urban","South West",50.411463,-4.227678,65
-0.300306,52.132417,"Sandy Roadside [AQ]","SG",,"51 London Rd, Sandy SG19 1DZ, UK","Traffic Urban","Eastern",52.132417,-0.300306,22
-0.654413,53.588646,"Scunthorpe Town [AQ]","DN",,"3 Cliff Gardens, Scunthorpe DN15 7PR, UK","Industrial Urban","Yorkshire & Humberside",53.58634,-0.636811,36
-2.0956871,53.5777753,"Shaw Crompton Way [AQ]","OL",,"29 Oxford St, Shaw, Oldham OL2 7AN, UK","Traffic Urban","Greater Manchester Urban Area",53.579283,-2.093786,193
-1.4559439,53.4155831,"Sheffield Barnsley Road [AQ]","S",,"Horninglow Road, Sheffield S5 6SJ, UK","Traffic Urban","Sheffield Urban Area",53.40495,-1.455815,82
-1.478278,53.3789762,"Sheffield Devonshire Green [AQ]","S",,"Devonshire Green, 158 Devonshire St, Sheffield S3 7SF, UK","Background Urban","Sheffield Urban Area",53.378622,-1.478096,89
-1.3934168,53.3986943,"Sheffield Tinsley [AQ]","S",,"Unnamed Road, Sheffield S9, UK","Background Urban","Sheffield Urban Area",53.41058,-1.396139,90
1.468876,52.273876,"Sibton [AQ]","IP",,"1 Yoxford Rd, Sibton, Saxmundham IP17 2LX, UK","Background Rural","Eastern",52.2944,1.463497,46
-1.4014782,50.910986,"Southampton A33 [AQ]","SO",,"Brunel House, 21 Brunswick Pl, Southampton SO15 2AQ, UK","Traffic Urban","Southampton Urban Area",50.920265,-1.463484,5
-1.4048201,50.9015305,"Southampton Centre [AQ]","SO",,"165 High St, Southampton SO14 2NZ, UK","Background Urban","Southampton Urban Area",50.90814,-1.395778,7
0.7077123,51.5459269,"Southend-on-Sea [AQ]","SS",,"89 A127, Southend-on-Sea SS2 6EJ, UK","Background Urban","Southend Urban Area",51.544206,0.678408,37
-0.0535728,51.4783572,"Southwark A2 Old Kent Road [AQ]","SE",,"911 Old Kent Rd, London SE15 1NL, UK","Traffic Urban","Greater London Urban Area",51.480499,-0.05955,10
-2.7401011,53.4261899,"St Helens Linkway [AQ]","WA",,"27 St Helens Linkway, St Helens, Saint Helens WA9 3PH, UK","Traffic Urban","Liverpool Urban Area",53.451826,-2.742134,32
1.075842,51.799152,"St Osyth [AQ]","CO",,"The Priory, St. Osyth, Clacton-on-Sea CO16 8NX, UK","Background Rural","Eastern",51.77798,1.049031,8
0.42854,51.514121,"Stanford-le-Hope Roadside [AQ]","SS",,"26 Corringham Rd, Stanford-le-Hope SS17 0AH, UK","Traffic Urban","Eastern",51.518167,0.439548,18
-1.3106746,54.5650355,"Stockton-on-Tees A1305 Roadside [AQ]","TS",,"11 Silver St, Stockton-on-Tees TS18 1SX, UK","Traffic Urban","Teesside Urban Area",54.565819,-1.3159,15
-1.3596383,54.5178547,"Stockton-on-Tees Eaglescliffe [AQ]","TS",,"Egglescliffe School, Stockton-on-Tees TS16 0PQ, UK","Traffic Urban","North East",54.516667,-1.358547,29
-2.1715526,53.0256358,"Stoke-on-Trent A50 Roadside [AQ]","ST",,"5 Bucknall New Rd, Stoke-on-Trent ST1 2BB, UK","Traffic Urban","The Potteries",52.980436,-2.111898,179
-2.1757243,53.0273183,"Stoke-on-Trent Centre [AQ]","ST",,"4 Lamb St, Stoke-on-Trent ST1 1PQ, UK","Background Urban","The Potteries",53.02821,-2.175133,172
-0.454313,50.918329,"Storrington Roadside [AQ]","RH",,"6 North St, Storrington, Pulborough RH20 4DH, UK","Traffic Urban","South East",50.916932,-0.449548,41
-4.7666667,57.7166667,"Strathvaich [AQ]","IV",,"Unnamed Road, Garve IV23, UK","Background Rural","Highland",57.734456,-4.776583,270
-1.415359,54.867447,"Sunderland Silksworth [AQ]","SR",,"1 Silksworth Hall Dr, Sunderland SR3 2PG, UK","Background Urban","North East",54.88361,-1.406878,110
-1.4362912,54.9164431,"Sunderland Wessington Way [AQ]","SR",,"10 Aydon Rd, Sunderland SR5 3AS, UK","Traffic Urban","North East",54.91839,-1.408391,29
-3.947374,51.632696,"Swansea Roadside [AQ]","SA",,"Swansea Itech Bldg, 250 Carmarthen Rd, Swansea SA1 1HG, UK","Traffic Urban","Swansea Urban Area",51.632696,-3.947374,61
-1.755834,51.557215,"Swindon Walcot [AQ]","SN",,"1 Bisley Cl, Swindon SN3 2JZ, UK","Background Urban","South West",51.558061,-1.765678,104
-2.439065,52.676105,"Telford Hollinswood [AQ]","TF",,"SP Home And Garden, 17 Dunsheath, Telford TF3 2BX, UK","Background Urban","West Midlands",52.673471,-2.436692,134
0.3529197,51.4934557,"Thurrock [AQ]","RM",,"21 Masefield Rd, Grays RM16 2GT, UK","Background Urban","Eastern",51.47707,0.317969,8
-0.0293396,51.5202607,"Tower Hamlets Roadside [AQ]","E",,"3 Joseph St, London E3, UK","Traffic Urban","Greater London Urban Area",51.52253,-0.042155,20
-1.8993602,52.592672,"Walsall Woodlands [AQ]","WS",,"Bourne Vale, Walsall WS9 0SH, UK","Background Urban","West Midlands Urban Area",52.605621,-2.030523,149
-2.5969501,53.3900441,"Warrington [AQ]","WA",,"38 Legh St, Warrington WA1, UK","Industrial Urban","North West & Merseyside",53.38928,-2.615358,11
1.141423,52.9433269,"Weybourne [AQ]","NR",,"Church, Holt NR25 7SZ, UK","Background Rural","Eastern",52.95049,1.122017,16
0.2912959,52.3105572,"Wicken Fen [AQ]","CB",,"36 Lode Ln, Wicken, Ely CB7 5XP, UK","Background Rural","Eastern",52.2985,0.290917,5
-2.734119,53.3648916,"Widnes Milton Road [AQ]","WA",,"42 Milton Rd, Widnes WA8 7ND, UK","Traffic Urban","North West & Merseyside",53.365391,-2.73168,13
-2.6290591,53.5467118,"Wigan Centre [AQ]","WN",,"23 Crompton St, Wigan WN1 1BH, UK","Background Urban","North West & Merseyside",53.54914,-2.638139,45
-3.0164463,53.3783943,"Wirral Tranmere [AQ]","CH",,"161 Old Chester Rd, Birkenhead CH42 3TA, UK","Background Urban","Birkenhead Urban Area",53.37287,-3.022722,38
-0.3752449,50.8333413,"Worthing A27 Roadside [AQ]","BN",,"67 Upper Brighton Rd, Worthing BN14 9HZ, UK","Traffic Urban","Brighton/Worthing/Littlehampton",50.832947,-0.379916,14
-2.992494,53.04304,"Wrexham [AQ]","LL",,"St Giles Way, Wrexham LL13 7AB, UK","Traffic Urban","North Wales",53.04222,-3.002778,70
-3.7250623,50.5966075,"Yarner Wood [AQ]","TQ",,"Templer Way, Newton Abbot TQ13 9LF, UK","Background Rural","South West",50.5976,-3.71651,119
-1.0882042,53.9643704,"York Bootham [AQ]","YO",,"60 Bootham, York YO30 7DA, UK","Background Urban","Yorkshire & Humberside",53.967513,-1.086514,15
-1.075808,53.9516517,"York Fishergate [AQ]","YO",,"37 Fishergate, York YO10 4AP, UK","Traffic Urban","Yorkshire & Humberside",53.951889,-1.075861,16
